#主茎
1177,603
1200,606
1215,611
1229,613
1249,610
1267,602
1276,596
1287,587
1295,584
#支茎
#上一
1194,605
1197,597
1202,590
1210,580
#上二
1223,612
1226,604
1230,597
1237,588
1245,577
1255,570
#上三
1265,603
1268,593
1273,584
1280,575
#下一
1209,609
1212,619
1217,628
#下二
1252,610
1259,623
#下三
1276,597
1268,601
